X,Y,Unique Squirrel ID,Shift,Date,Age
-73.96,40.79,27I-PM-1020-01,PM,2018-10-20,Adult
-73.97,40.78,22C-PM-1006-09,PM,2018-10-06,Adult
-73.98,40.77,1C-PM-1013-05,PM,2018-10-13,Adult
-73.97,40.77,8H-PM-1014-03,PM,2018-10-14,Adult
-73.97,40.78,13C-AM-1010-03,AM,2018-10-10,Adult
-73.96,40.80,41B-PM-1014-05,PM,2018-10-14,Adult
-73.97,40.77,7I-PM-1013-05,PM,2018-10-13,Adult
-73.96,40.79,31A-AM-1010-01,AM,2018-10-10,Adult
-73.96,40.79,35E-PM-1006-03,PM,2018-10-06,Adult
-73.98,40.77,1D-AM-1006-02,AM,2018-10-06,Juvenile
-73.97,40.78,14H-PM-1012-01,PM,2018-10-12,Adult
-73.97,40.78,14H-AM-1007-04,AM,2018-10-07,Juvenile
-73.97,40.77,8I-PM-1013-01,PM,2018-10-13,Adult
-73.98,40.77,9B-PM-1013-02,PM,2018-10-13,Juvenile
-73.98,40.77,8B-PM-1012-08,PM,2018-10-12,Adult
-73.97,40.77,9G-AM-1007-02,AM,2018-10-07,Adult
-73.97,40.78,13B-PM-1008-01,PM,2018-10-08,Adult
-73.96,40.79,31F-PM-1007-04,PM,2018-10-07,Adult
-73.96,40.78,21G-AM-1014-02,AM,2018-10-14,Adult
-73.97,40.78,16D-PM-1010-01,PM,2018-10-10,Adult
-73.97,40.77,10G-PM-1017-08,PM,2018-10-17,Adult
-73.98,40.77,10B-PM-1014-01,PM,2018-10-14,Adult
-73.98,40.77,9B-PM-1013-03,PM,2018-10-13,Juvenile
-73.96,40.79,34H-AM-1007-01,AM,2018-10-07,Adult
-73.97,40.77,13H-PM-1010-07,PM,2018-10-10,Adult
-73.97,40.77,7H-AM-1006-11,AM,2018-10-06,Adult
-73.97,40.77,8E-PM-1008-05,PM,2018-10-08,Adult
-73.98,40.77,4A-PM-1007-03,PM,2018-10-07,Adult
-73.95,40.80,42F-PM-1017-02,PM,2018-10-17,Adult
-73.96,40.79,33E-AM-1014-05,AM,2018-10-14,Adult
-73.96,40.78,22F-AM-1007-05,AM,2018-10-07,Adult
-73.97,40.77,5F-AM-1007-04,AM,2018-10-07,Adult
-73.95,40.80,41I-AM-1018-02,AM,2018-10-18,Juvenile
-73.97,40.78,13D-PM-1018-08,PM,2018-10-18,Adult
-73.96,40.78,18I-PM-1007-09,PM,2018-10-07,Adult
-73.97,40.77,9F-PM-1014-04,PM,2018-10-14,Adult
-73.97,40.77,12H-PM-1007-04,PM,2018-10-07,
-73.97,40.77,8F-PM-1012-05,PM,2018-10-12,Adult
-73.97,40.78,13E-PM-1008-06,PM,2018-10-08,Adult
-73.97,40.77,10G-AM-1006-10,AM,2018-10-06,Adult
-73.96,40.78,21F-AM-1018-02,AM,2018-10-18,Adult
-73.98,40.77,9C-AM-1006-02,AM,2018-10-06,Adult
-73.96,40.80,36B-AM-1013-03,AM,2018-10-13,
-73.96,40.79,31E-PM-1006-02,PM,2018-10-06,Adult
-73.98,40.77,9C-AM-1006-03,AM,2018-10-06,Adult
-73.97,40.78,21B-AM-1019-04,AM,2018-10-19,
-73.95,40.79,33I-PM-1006-05,PM,2018-10-06,Adult
-73.97,40.78,19F-PM-1017-01,PM,2018-10-17,Adult
-73.97,40.77,6F-PM-1008-06,PM,2018-10-08,Adult
-73.96,40.79,29D-AM-1014-04,AM,2018-10-14,Juvenile
-73.95,40.80,42D-PM-1013-03,PM,2018-10-13,Adult
-73.96,40.78,19G-PM-1017-03,PM,2018-10-17,Adult
-73.97,40.77,13I-PM-1008-01,PM,2018-10-08,Adult
-73.96,40.79,32E-PM-1017-10,PM,2018-10-17,Adult
-73.97,40.79,27A-AM-1008-02,AM,2018-10-08,Adult
-73.97,40.79,24A-AM-1014-01,AM,2018-10-14,Adult
-73.97,40.78,14E-AM-1008-20,AM,2018-10-08,Adult
-73.96,40.79,37D-AM-1018-01,AM,2018-10-18,Juvenile
-73.98,40.77,1D-PM-1007-06,PM,2018-10-07,Adult
-73.97,40.78,13D-PM-1018-02,PM,2018-10-18,Adult
-73.96,40.79,36D-AM-1007-01,AM,2018-10-07,Adult
-73.97,40.77,10G-AM-1006-05,AM,2018-10-06,Adult
-73.97,40.77,7H-AM-1006-15,AM,2018-10-06,Adult
-73.96,40.80,42B-AM-1014-02,AM,2018-10-14,Adult
-73.95,40.80,39G-PM-1013-05,PM,2018-10-13,Adult
-73.97,40.77,12F-PM-1007-05,PM,2018-10-07,Adult
-73.97,40.77,8I-AM-1006-08,AM,2018-10-06,Adult
-73.97,40.78,12F-AM-1020-06,AM,2018-10-20,Adult
-73.95,40.80,42D-PM-1013-01,PM,2018-10-13,Adult
-73.96,40.80,38D-PM-1006-01,PM,2018-10-06,Adult
-73.96,40.79,30B-AM-1007-03,AM,2018-10-07,Adult
-73.97,40.77,11E-AM-1013-04,AM,2018-10-13,Adult
-73.97,40.78,16A-PM-1019-07,PM,2018-10-19,Juvenile
-73.98,40.77,4B-AM-1010-03,AM,2018-10-10,Juvenile
-73.97,40.78,14H-AM-1007-02,AM,2018-10-07,Juvenile
-73.97,40.77,11I-AM-1012-02,AM,2018-10-12,Adult
-73.97,40.77,7H-AM-1006-04,AM,2018-10-06,Adult
-73.97,40.78,23C-PM-1014-02,PM,2018-10-14,Adult
-73.96,40.80,36A-AM-1018-01,AM,2018-10-18,Juvenile
-73.98,40.77,2D-AM-1007-06,AM,2018-10-07,Adult
-73.98,40.77,6A-PM-1012-04,PM,2018-10-12,Adult
-73.97,40.78,22A-AM-1008-03,AM,2018-10-08,Adult
-73.97,40.77,8H-PM-1014-06,PM,2018-10-14,Adult
-73.98,40.77,3D-AM-1006-04,AM,2018-10-06,Adult
-73.96,40.80,40A-PM-1014-06,PM,2018-10-14,Adult
-73.98,40.77,1B-PM-1019-06,PM,2018-10-19,Juvenile
-73.95,40.80,41E-AM-1007-06,AM,2018-10-07,Adult
-73.96,40.80,36B-AM-1013-04,AM,2018-10-13,
-73.97,40.78,18F-AM-1014-01,AM,2018-10-14,Adult
-73.97,40.78,16H-PM-1014-04,PM,2018-10-14,Adult
-73.96,40.80,40C-PM-1006-05,PM,2018-10-06,Adult
-73.97,40.78,13D-AM-1014-06,AM,2018-10-14,Adult
-73.97,40.78,18D-PM-1017-01,PM,2018-10-17,Adult
-73.96,40.79,33D-PM-1006-02,PM,2018-10-06,
-73.95,40.79,37H-PM-1006-02,PM,2018-10-06,Adult
-73.97,40.77,12H-PM-1007-02,PM,2018-10-07,Adult
-73.96,40.78,21F-AM-1018-05,AM,2018-10-18,Adult
-73.97,40.77,9D-AM-1008-01,AM,2018-10-08,Adult
-73.97,40.77,1G-AM-1006-02,AM,2018-10-06,Juvenile
-73.97,40.78,12E-PM-1018-04,PM,2018-10-18,Adult
-73.96,40.78,18I-AM-1017-02,AM,2018-10-17,Adult
-73.97,40.78,15I-AM-1008-04,AM,2018-10-08,Adult
-73.96,40.79,35D-AM-1019-01,AM,2018-10-19,
-73.96,40.79,32B-AM-1017-02,AM,2018-10-17,Adult
-73.98,40.77,3D-PM-1010-12,PM,2018-10-10,Adult
-73.96,40.79,35C-PM-1013-02,PM,2018-10-13,
-73.96,40.80,37B-PM-1013-05,PM,2018-10-13,Adult
-73.95,40.80,41D-PM-1014-03,PM,2018-10-14,Adult
-73.97,40.78,16E-AM-1014-09,AM,2018-10-14,Adult
-73.97,40.78,18G-PM-1013-02,PM,2018-10-13,Adult
-73.97,40.77,7D-PM-1010-01,PM,2018-10-10,Adult
-73.97,40.77,8G-PM-1017-01,PM,2018-10-17,Adult
-73.98,40.77,4C-PM-1010-06,PM,2018-10-10,Adult
-73.98,40.77,1C-PM-1013-06,PM,2018-10-13,Adult
-73.97,40.78,14E-AM-1008-19,AM,2018-10-08,Adult
-73.95,40.80,40G-AM-1007-02,AM,2018-10-07,Juvenile
-73.97,40.77,12H-PM-1007-08,PM,2018-10-07,
-73.96,40.78,22G-AM-1018-05,AM,2018-10-18,Adult
-73.96,40.78,23E-PM-1006-01,PM,2018-10-06,Adult
-73.96,40.78,22G-AM-1018-02,AM,2018-10-18,Adult
-73.97,40.78,16D-PM-1010-03,PM,2018-10-10,Adult
-73.97,40.78,14D-AM-1014-16,AM,2018-10-14,Adult
-73.97,40.77,11H-AM-1010-05,AM,2018-10-10,Adult
-73.97,40.78,19F-PM-1017-04,PM,2018-10-17,Adult
-73.97,40.79,30A-AM-1010-01,AM,2018-10-10,Adult
-73.98,40.77,2E-AM-1010-02,AM,2018-10-10,Adult
-73.96,40.80,40D-PM-1013-05,PM,2018-10-13,Adult
-73.97,40.77,11H-AM-1010-04,AM,2018-10-10,
-73.96,40.80,41D-AM-1014-05,AM,2018-10-14,Adult
-73.98,40.77,6D-PM-1020-04,PM,2018-10-20,
-73.97,40.77,9C-PM-1006-01,PM,2018-10-06,Adult
-73.96,40.80,35A-AM-1014-04,AM,2018-10-14,Adult
-73.97,40.78,15C-PM-1017-03,PM,2018-10-17,Adult
-73.97,40.78,14E-AM-1008-06,AM,2018-10-08,Adult
-73.97,40.78,16B-AM-1014-01,AM,2018-10-14,Adult
-73.98,40.78,11A-PM-1013-01,PM,2018-10-13,Adult
-73.95,40.79,33I-PM-1006-09,PM,2018-10-06,Adult
-73.96,40.80,38E-AM-1010-07,AM,2018-10-10,Adult
-73.96,40.80,39B-PM-1014-03,PM,2018-10-14,Adult
-73.95,40.79,36G-PM-1012-01,PM,2018-10-12,Adult
-73.97,40.78,14C-PM-1006-02,PM,2018-10-06,Adult
-73.96,40.78,21F-PM-1018-03,PM,2018-10-18,Adult
-73.96,40.78,21H-AM-1017-02,AM,2018-10-17,Adult
-73.96,40.78,22F-AM-1007-02,AM,2018-10-07,Adult
-73.97,40.77,5G-PM-1010-03,PM,2018-10-10,Adult
-73.97,40.78,15F-AM-1007-02,AM,2018-10-07,Adult
-73.97,40.78,13D-PM-1018-09,PM,2018-10-18,Adult
-73.98,40.77,3B-AM-1010-01,AM,2018-10-10,Adult
-73.96,40.80,37D-PM-1014-05,PM,2018-10-14,Adult
-73.97,40.78,14E-AM-1008-07,AM,2018-10-08,Adult
-73.96,40.80,40B-PM-1014-01,PM,2018-10-14,Adult
-73.96,40.80,41A-PM-1007-03,PM,2018-10-07,Adult
-73.97,40.77,3I-PM-1013-05,PM,2018-10-13,Adult
-73.97,40.78,16D-PM-1010-06,PM,2018-10-10,Adult
-73.96,40.79,37E-PM-1006-08,PM,2018-10-06,Adult
-73.96,40.79,33C-AM-1012-02,AM,2018-10-12,Adult
-73.97,40.77,10F-AM-1007-01,AM,2018-10-07,Adult
-73.98,40.77,9B-PM-1013-04,PM,2018-10-13,Juvenile
-73.98,40.77,1C-AM-1012-01,AM,2018-10-12,Adult
-73.97,40.77,7H-PM-1006-03,PM,2018-10-06,Adult
-73.97,40.77,3F-AM-1006-09,AM,2018-10-06,Juvenile
-73.97,40.78,22D-PM-1012-05,PM,2018-10-12,Adult
-73.98,40.77,5C-PM-1010-10,PM,2018-10-10,Adult
-73.97,40.78,17E-AM-1017-06,AM,2018-10-17,Adult
-73.97,40.77,9G-PM-1007-05,PM,2018-10-07,Adult
-73.98,40.77,1D-PM-1007-03,PM,2018-10-07,Adult
-73.96,40.79,35A-AM-1014-06,AM,2018-10-14,Adult
-73.95,40.80,42I-PM-1014-03,PM,2018-10-14,
-73.97,40.78,22C-PM-1006-05,PM,2018-10-06,Juvenile
-73.98,40.77,4B-PM-1018-01,PM,2018-10-18,Adult
-73.98,40.77,10B-PM-1014-03,PM,2018-10-14,Adult
-73.96,40.80,41D-PM-1014-01,PM,2018-10-14,Adult
-73.97,40.79,25A-AM-1013-02,AM,2018-10-13,
-73.96,40.80,35A-PM-1013-12,PM,2018-10-13,Adult
-73.97,40.77,3I-AM-1010-04,AM,2018-10-10,Adult
-73.97,40.78,16D-PM-1010-04,PM,2018-10-10,Adult
-73.98,40.77,2C-PM-1013-08,PM,2018-10-13,Adult
-73.98,40.77,7B-AM-1008-01,AM,2018-10-08,Adult
-73.96,40.78,22F-AM-1007-07,AM,2018-10-07,Juvenile
-73.98,40.77,6A-AM-1006-04,AM,2018-10-06,Adult
-73.98,40.77,6A-PM-1012-05,PM,2018-10-12,Adult
-73.95,40.79,37G-PM-1007-03,PM,2018-10-07,Adult
-73.97,40.78,13D-PM-1018-13,PM,2018-10-18,Adult
-73.96,40.79,33E-AM-1014-02,AM,2018-10-14,Juvenile
-73.97,40.78,14B-PM-1014-06,PM,2018-10-14,Juvenile
-73.97,40.77,7E-PM-1013-05,PM,2018-10-13,Adult
-73.98,40.77,9A-AM-1013-11,AM,2018-10-13,Juvenile
-73.97,40.77,11D-AM-1010-06,AM,2018-10-10,Adult
-73.97,40.78,18C-PM-1018-03,PM,2018-10-18,Juvenile
-73.95,40.79,36I-PM-1007-05,PM,2018-10-07,Adult
-73.98,40.77,1A-PM-1014-02,PM,2018-10-14,Adult
-73.95,40.80,42G-PM-1014-01,PM,2018-10-14,Adult
-73.97,40.77,9I-PM-1010-07,PM,2018-10-10,Adult
-73.97,40.78,12C-AM-1013-02,AM,2018-10-13,Adult
-73.95,40.79,37G-PM-1007-04,PM,2018-10-07,
-73.96,40.79,35E-AM-1020-03,AM,2018-10-20,Adult
-73.97,40.77,8F-PM-1012-01,PM,2018-10-12,Adult
-73.95,40.79,34I-PM-1010-06,PM,2018-10-10,Adult
-73.96,40.79,33E-AM-1014-09,AM,2018-10-14,Juvenile
-73.97,40.78,16D-PM-1010-09,PM,2018-10-10,Adult
-73.97,40.78,14H-AM-1007-01,AM,2018-10-07,Adult
-73.97,40.77,13H-PM-1010-09,PM,2018-10-10,Adult
-73.96,40.79,29C-AM-1007-03,AM,2018-10-07,Adult
-73.97,40.77,12G-PM-1007-05,PM,2018-10-07,
-73.96,40.78,18H-PM-1014-03,PM,2018-10-14,Adult
-73.97,40.78,15I-AM-1008-02,AM,2018-10-08,Adult
-73.96,40.80,42C-AM-1007-04,AM,2018-10-07,Adult
-73.96,40.80,38E-PM-1014-03,PM,2018-10-14,
-73.96,40.80,39C-AM-1017-04,AM,2018-10-17,Adult
-73.98,40.77,5C-PM-1010-04,PM,2018-10-10,Adult
-73.97,40.78,14I-PM-1018-06,PM,2018-10-18,Adult
-73.96,40.79,32E-PM-1017-01,PM,2018-10-17,Adult
-73.98,40.77,9B-PM-1013-01,PM,2018-10-13,Juvenile
-73.97,40.79,26B-AM-1010-01,AM,2018-10-10,Adult
-73.96,40.79,31D-AM-1014-02,AM,2018-10-14,Juvenile
-73.98,40.77,5C-PM-1010-11,PM,2018-10-10,Adult
-73.97,40.78,16C-AM-1014-04,AM,2018-10-14,Adult
-73.98,40.77,5D-PM-1018-04,PM,2018-10-18,Adult
-73.96,40.80,36B-PM-1013-03,PM,2018-10-13,Adult
-73.96,40.80,40C-AM-1017-02,AM,2018-10-17,Adult
-73.96,40.79,28I-AM-1013-01,AM,2018-10-13,Adult
-73.95,40.80,38F-AM-1018-04,AM,2018-10-18,Adult
-73.98,40.77,1F-AM-1010-01,AM,2018-10-10,Adult
-73.97,40.79,26A-AM-1014-01,AM,2018-10-14,
-73.96,40.79,32E-AM-1007-05,AM,2018-10-07,Adult
-73.97,40.78,17F-PM-1020-04,PM,2018-10-20,Juvenile
-73.98,40.78,11A-PM-1013-03,PM,2018-10-13,Adult
-73.97,40.78,17E-AM-1017-01,AM,2018-10-17,Adult
-73.96,40.79,31I-PM-1019-02,PM,2018-10-19,Adult
-73.96,40.79,32H-PM-1006-02,PM,2018-10-06,
-73.98,40.77,6A-PM-1012-07,PM,2018-10-12,Adult
-73.97,40.78,17A-AM-1017-01,AM,2018-10-17,Adult
-73.96,40.80,40C-AM-1017-07,AM,2018-10-17,Adult
-73.98,40.77,8A-PM-1014-01,PM,2018-10-14,Adult
-73.97,40.78,13C-PM-1019-05,PM,2018-10-19,Adult
-73.98,40.77,4E-PM-1008-03,PM,2018-10-08,Adult
-73.95,40.80,41E-PM-1013-05,PM,2018-10-13,Juvenile
-73.97,40.77,3H-AM-1008-05,AM,2018-10-08,Adult
-73.95,40.80,41E-AM-1007-02,AM,2018-10-07,Adult
-73.96,40.80,40E-AM-1014-03,AM,2018-10-14,Adult
-73.98,40.77,2A-AM-1010-02,AM,2018-10-10,
-73.98,40.77,3A-PM-1017-03,PM,2018-10-17,Adult
-73.96,40.79,30I-PM-1006-02,PM,2018-10-06,Adult
-73.97,40.78,17C-PM-1013-01,PM,2018-10-13,Adult
-73.98,40.77,9A-AM-1013-04,AM,2018-10-13,Juvenile
-73.97,40.77,9E-PM-1014-02,PM,2018-10-14,Juvenile
-73.96,40.80,41D-AM-1014-02,AM,2018-10-14,Adult
-73.97,40.78,14G-AM-1012-02,AM,2018-10-12,
-73.97,40.77,7H-PM-1006-09,PM,2018-10-06,Adult
-73.96,40.80,38D-AM-1017-03,AM,2018-10-17,Adult
-73.96,40.78,22F-AM-1007-03,AM,2018-10-07,Adult
-73.97,40.77,5I-AM-1010-01,AM,2018-10-10,Adult
-73.97,40.78,12C-AM-1013-01,AM,2018-10-13,Adult
-73.98,40.77,3E-AM-1006-02,AM,2018-10-06,Adult
-73.97,40.77,3H-PM-1014-07,PM,2018-10-14,Adult
-73.96,40.80,39D-AM-1008-03,AM,2018-10-08,Adult
-73.97,40.77,9I-AM-1014-09,AM,2018-10-14,Adult
-73.96,40.79,28D-AM-1012-04,AM,2018-10-12,Adult
-73.97,40.77,10G-AM-1006-07,AM,2018-10-06,Adult
-73.98,40.77,1B-AM-1012-10,AM,2018-10-12,Juvenile
-73.96,40.79,32D-PM-1006-04,PM,2018-10-06,Adult
-73.97,40.77,5I-AM-1010-02,AM,2018-10-10,Adult
-73.96,40.79,32F-PM-1008-05,PM,2018-10-08,Adult
-73.96,40.79,34E-PM-1006-01,PM,2018-10-06,Adult
-73.98,40.77,2D-AM-1007-01,AM,2018-10-07,Adult
-73.98,40.77,3E-AM-1006-01,AM,2018-10-06,Adult
-73.97,40.77,5I-AM-1010-05,AM,2018-10-10,Adult
-73.98,40.77,3A-PM-1017-08,PM,2018-10-17,Adult
-73.98,40.77,4C-PM-1010-11,PM,2018-10-10,Adult
-73.96,40.80,40E-PM-1017-02,PM,2018-10-17,Adult
-73.96,40.80,38E-AM-1010-02,AM,2018-10-10,Adult
-73.96,40.79,32I-AM-1013-04,AM,2018-10-13,Adult
-73.97,40.78,19F-PM-1017-06,PM,2018-10-17,Adult
-73.97,40.78,13E-AM-1017-11,AM,2018-10-17,Adult
-73.97,40.78,14F-PM-1012-07,PM,2018-10-12,Adult
-73.97,40.78,19F-AM-1007-01,AM,2018-10-07,Adult
-73.97,40.78,17D-AM-1008-06,AM,2018-10-08,
-73.96,40.78,22F-AM-1007-04,AM,2018-10-07,Adult
-73.96,40.80,37C-PM-1013-01,PM,2018-10-13,Adult
-73.97,40.78,13E-PM-1008-05,PM,2018-10-08,Adult
-73.98,40.77,9A-PM-1010-01,PM,2018-10-10,Adult
-73.97,40.78,18C-PM-1018-08,PM,2018-10-18,Juvenile
-73.96,40.78,26I-PM-1010-04,PM,2018-10-10,Adult
-73.97,40.78,21A-AM-1019-06,AM,2018-10-19,Juvenile
-73.97,40.78,16D-AM-1007-02,AM,2018-10-07,Adult
-73.97,40.77,13G-PM-1008-03,PM,2018-10-08,Juvenile
-73.97,40.78,15I-AM-1008-05,AM,2018-10-08,Adult
-73.97,40.77,7H-PM-1006-05,PM,2018-10-06,Adult
-73.96,40.79,32F-AM-1012-03,AM,2018-10-12,Adult
-73.95,40.80,42H-AM-1019-01,AM,2018-10-19,Adult
-73.97,40.77,8I-AM-1006-12,AM,2018-10-06,Adult
-73.95,40.80,40G-PM-1013-06,PM,2018-10-13,Juvenile
-73.96,40.78,21G-AM-1014-03,AM,2018-10-14,Adult
-73.96,40.80,38D-AM-1017-05,AM,2018-10-17,Adult
-73.98,40.77,2C-AM-1010-09,AM,2018-10-10,Adult
-73.98,40.77,3D-PM-1010-01,PM,2018-10-10,Adult
-73.96,40.79,35F-PM-1012-01,PM,2018-10-12,Juvenile
-73.96,40.79,33B-AM-1010-06,AM,2018-10-10,Adult
-73.96,40.79,35C-AM-1007-06,AM,2018-10-07,Adult
-73.95,40.79,38I-PM-1014-04,PM,2018-10-14,Adult
-73.97,40.77,9H-PM-1018-01,PM,2018-10-18,Adult
-73.98,40.77,9A-PM-1010-02,PM,2018-10-10,Adult
-73.97,40.77,7E-AM-1006-06,AM,2018-10-06,Adult
-73.96,40.80,40C-AM-1017-06,AM,2018-10-17,Adult
-73.97,40.78,14F-AM-1007-03,AM,2018-10-07,Adult
-73.98,40.77,4D-PM-1008-14,PM,2018-10-08,Adult
-73.97,40.77,5E-AM-1008-03,AM,2018-10-08,Adult
-73.96,40.80,40C-PM-1006-08,PM,2018-10-06,Adult
-73.97,40.78,15H-PM-1008-07,PM,2018-10-08,Adult
-73.96,40.79,30C-AM-1014-01,AM,2018-10-14,Adult
-73.97,40.78,19E-PM-1018-01,PM,2018-10-18,Adult
-73.97,40.77,4I-PM-1007-02,PM,2018-10-07,Adult
-73.97,40.77,8D-AM-1007-07,AM,2018-10-07,Adult
-73.97,40.78,19F-PM-1017-03,PM,2018-10-17,Adult
-73.95,40.79,36I-AM-1017-08,AM,2018-10-17,Adult
-73.97,40.78,14F-AM-1007-06,AM,2018-10-07,Juvenile
-73.97,40.78,14A-PM-1014-06,PM,2018-10-14,Adult
-73.96,40.78,21G-PM-1007-04,PM,2018-10-07,
-73.96,40.79,32D-PM-1006-03,PM,2018-10-06,Adult
-73.98,40.77,4C-PM-1010-15,PM,2018-10-10,Juvenile
-73.96,40.79,31D-PM-1006-01,PM,2018-10-06,Adult
-73.97,40.77,4G-AM-1006-04,AM,2018-10-06,Adult
-73.97,40.78,17D-AM-1008-02,AM,2018-10-08,Adult
-73.98,40.77,8B-AM-1007-01,AM,2018-10-07,Adult
-73.97,40.78,14D-AM-1014-11,AM,2018-10-14,Adult
-73.97,40.77,9F-PM-1014-05,PM,2018-10-14,Adult
-73.97,40.78,20F-AM-1014-01,AM,2018-10-14,Adult
-73.97,40.77,10F-PM-1019-06,PM,2018-10-19,Adult
-73.97,40.77,4H-AM-1006-02,AM,2018-10-06,Adult
-73.96,40.79,33B-PM-1010-10,PM,2018-10-10,Adult
-73.96,40.79,33F-PM-1012-06,PM,2018-10-12,Adult
-73.98,40.77,3B-PM-1007-10,PM,2018-10-07,Adult
-73.98,40.77,2E-PM-1014-02,PM,2018-10-14,Adult
-73.96,40.79,36F-AM-1017-04,AM,2018-10-17,Juvenile
-73.97,40.78,13A-PM-1014-02,PM,2018-10-14,Adult
-73.97,40.78,16G-AM-1010-02,AM,2018-10-10,Adult
-73.96,40.80,37B-AM-1018-01,AM,2018-10-18,Adult
-73.98,40.77,7B-AM-1008-02,AM,2018-10-08,Adult
-73.98,40.77,3F-PM-1013-03,PM,2018-10-13,Adult
-73.97,40.78,15E-PM-1008-01,PM,2018-10-08,Adult
-73.97,40.78,15D-AM-1007-07,AM,2018-10-07,Adult
-73.97,40.78,20C-PM-1018-01,PM,2018-10-18,Juvenile
-73.98,40.77,9A-PM-1010-03,PM,2018-10-10,
-73.97,40.77,4H-AM-1006-04,AM,2018-10-06,Adult
-73.96,40.79,33G-PM-1006-01,PM,2018-10-06,Juvenile
-73.96,40.80,41B-PM-1014-02,PM,2018-10-14,Adult
-73.98,40.77,4C-AM-1006-02,AM,2018-10-06,Juvenile
-73.98,40.77,7A-AM-1006-03,AM,2018-10-06,Adult
-73.97,40.78,12E-AM-1017-08,AM,2018-10-17,Adult
-73.97,40.78,14E-AM-1008-17,AM,2018-10-08,Adult
-73.97,40.78,18A-AM-1012-02,AM,2018-10-12,Adult
-73.98,40.77,8C-PM-1013-07,PM,2018-10-13,
-73.97,40.78,23B-PM-1012-02,PM,2018-10-12,Adult
-73.98,40.77,6B-PM-1017-06,PM,2018-10-17,Adult
-73.97,40.78,13A-AM-1017-01,AM,2018-10-17,Adult
-73.97,40.78,23B-PM-1012-05,PM,2018-10-12,Adult
-73.97,40.78,21B-AM-1019-02,AM,2018-10-19,Adult
-73.97,40.78,20F-AM-1014-02,AM,2018-10-14,Adult
-73.97,40.77,11D-AM-1010-01,AM,2018-10-10,Adult
-73.98,40.77,9B-AM-1010-01,AM,2018-10-10,Adult
-73.96,40.79,33D-AM-1017-07,AM,2018-10-17,Adult
-73.96,40.78,20G-AM-1018-02,AM,2018-10-18,Adult
-73.96,40.79,33E-PM-1012-07,PM,2018-10-12,Adult
-73.96,40.79,31H-PM-1008-01,PM,2018-10-08,Adult
-73.97,40.79,26A-PM-1006-03,PM,2018-10-06,Adult
-73.96,40.79,31E-PM-1006-01,PM,2018-10-06,Adult
-73.97,40.78,14F-PM-1012-02,PM,2018-10-12,Adult
-73.97,40.78,17G-AM-1018-01,AM,2018-10-18,Juvenile
-73.97,40.78,17E-AM-1017-03,AM,2018-10-17,Adult
-73.97,40.77,10C-PM-1013-02,PM,2018-10-13,Adult
-73.97,40.78,22C-PM-1006-06,PM,2018-10-06,Juvenile
-73.96,40.79,35G-AM-1007-01,AM,2018-10-07,Adult
-73.97,40.78,16C-PM-1018-01,PM,2018-10-18,Adult
-73.97,40.79,25A-AM-1013-03,AM,2018-10-13,
-73.96,40.78,22F-PM-1014-03,PM,2018-10-14,Juvenile
-73.96,40.79,33B-PM-1010-12,PM,2018-10-10,Adult
-73.95,40.79,36I-AM-1017-03,AM,2018-10-17,Adult
-73.97,40.77,2I-PM-1006-02,PM,2018-10-06,Adult
-73.97,40.77,12G-AM-1012-01,AM,2018-10-12,Adult
-73.97,40.79,25A-PM-1007-01,PM,2018-10-07,Adult
-73.97,40.77,9C-PM-1006-06,PM,2018-10-06,Adult
-73.98,40.77,6B-PM-1017-03,PM,2018-10-17,Adult
-73.97,40.77,10D-AM-1008-05,AM,2018-10-08,Juvenile
-73.97,40.78,14B-PM-1014-05,PM,2018-10-14,Adult
-73.98,40.77,2C-PM-1013-09,PM,2018-10-13,Adult
-73.96,40.80,41A-PM-1007-05,PM,2018-10-07,Adult
-73.97,40.78,13E-AM-1017-12,AM,2018-10-17,Adult
-73.97,40.78,15E-AM-1013-02,AM,2018-10-13,Adult
-73.98,40.77,1B-AM-1012-17,AM,2018-10-12,Adult
-73.95,40.79,36I-PM-1007-06,PM,2018-10-07,Adult
-73.97,40.78,15F-AM-1007-08,AM,2018-10-07,Adult
-73.97,40.77,8D-AM-1007-08,AM,2018-10-07,Adult
-73.96,40.80,41A-AM-1013-01,AM,2018-10-13,Adult
-73.97,40.77,8I-PM-1013-09,PM,2018-10-13,Adult
-73.97,40.78,19B-AM-1019-01,AM,2018-10-19,Juvenile
-73.97,40.78,15D-PM-1017-04,PM,2018-10-17,Adult
-73.97,40.78,13E-AM-1017-02,AM,2018-10-17,Adult
-73.98,40.77,3D-PM-1010-10,PM,2018-10-10,Adult
-73.97,40.78,15C-PM-1017-02,PM,2018-10-17,Adult
-73.96,40.79,32A-PM-1013-09,PM,2018-10-13,Adult
-73.97,40.78,15G-AM-1008-05,AM,2018-10-08,Adult
-73.98,40.77,7B-AM-1008-03,AM,2018-10-08,Adult
-73.97,40.78,15E-PM-1008-07,PM,2018-10-08,Adult
-73.98,40.77,4D-PM-1008-01,PM,2018-10-08,Adult
-73.96,40.80,36A-PM-1013-06,PM,2018-10-13,
-73.98,40.77,8C-PM-1013-02,PM,2018-10-13,Adult
-73.98,40.77,6A-AM-1006-07,AM,2018-10-06,Adult
-73.95,40.80,41E-AM-1007-01,AM,2018-10-07,Adult
-73.96,40.79,31D-AM-1014-06,AM,2018-10-14,Adult
-73.96,40.80,36B-AM-1013-02,AM,2018-10-13,
